"","shrJ0571","J0571","shrJ0571.BLJ","shrJ0571.JKD","shrJ0571.MGP","shrJ0571.NUC","shrJ0571.IME","shrJ0571.SCR","Average_Cortex","Average_Ground_Tissue","SCRdomain","CORE","GT_Asymmetric_Division_CYC","Quiescent_Center_AGL42","Average_LRC_and_Epidermis_II","Epidermis_gl2","LRC_Epidermis_WER","LRC_J3411","Columella_pet111","Stele_wol","Xylem_J2501","Xylem_S4","Xylem_S18","Average_xylem","Phloem_APL","Phloem_S32","Phloem_SUC2","Average_phloem","Pericycle_S17","JO121","Average_pericycle","X"
"AT5G25930",3.472465277,4.282137867,3.624278967,5.188452607,2.421206856,5.965995409,4.377000677,7.079575384,10.06698385,10.45306703,12.79737662,10.93317742,2.240549874,6.519854053,7.315501087,5.984044952,3.343406141,12.61905217,24.76735759,5.043882305,1.719898906,1.099252899,5.406530267,2.741894024,5.160307107,2.161024054,6.139969774,4.487100312,12.72722619,3.476091917,7.982791966,NA
"AT5G25890",3.129321439,2.854221853,2.011982395,2.666063817,1.801648239,2.910896528,3.24026818,2.649984497,4.98650916,3.988956953,2.430300074,5.584484117,1.051623174,1.832798141,1.73991579,1.476124783,2.690746101,1.052876487,0.818695418,3.432016732,1.451503294,1.665531847,3.392170777,2.169735306,5.267557477,4.576363601,7.880990394,5.908303824,2.597962317,2.145980596,2.187217451,NA
"AT5G25760",3.620599951,3.488264184,4.048145376,3.329191365,3.23843336,3.534478247,3.7277464,2.894547915,1.686594891,2.326053436,3.445120378,1.440406667,0.844042459,1.720504008,3.167553263,2.498582312,4.629328478,2.374749,2.110122115,2.869655836,1.181017086,3.199058008,3.242328244,2.540801113,1.971267847,2.298036162,1.691429795,1.986911268,1.882776769,1.11490644,1.557906038,NA
"AT5G25940",4.653550727,3.084704672,5.746450829,4.195454494,4.15020307,4.334974809,5.565599652,4.021352568,6.781657165,5.720297773,5.589975894,6.286283603,2.428343819,3.496499281,4.256586762,4.142601685,5.797027968,2.830130633,4.446974036,3.532595697,2.153113116,2.40408047,1.972058785,2.176417457,5.510920539,4.851301486,6.335576965,5.565932997,3.757856589,2.202671561,3.312917827,NA
"AT5G25900",5.266066783,2.158916646,2.02255497,1.909539451,3.027776297,1.941841085,2.240531479,2.728894659,1.738345077,1.790806531,1.197410798,2.089760021,6.215963591,11.27477382,2.187950286,1.604852893,3.435679173,1.523318792,3.120615146,1.829269747,1.663001381,4.53731706,2.201417467,2.800578636,2.615481383,3.250635081,2.914448352,2.926854939,1.80600145,1.103001002,1.486140811,NA
"AT5G26030",5.184169388,8.454248488,5.765235456,5.126392009,6.164517781,9.442296441,7.267226643,3.99234909,8.395655322,9.360384765,10.36176313,6.250021918,3.985707778,5.792247389,6.031945449,4.239726265,7.364764637,6.491345445,9.817047271,4.036216356,1.68390256,4.772666779,5.509680027,3.988749788,4.917955686,3.039863689,4.67395327,4.210590882,9.917415869,5.885718009,9.4378984,NA
"AT5G26110",2.67998921,1.478583332,2.547661548,1.304223661,2.196319843,1.595610738,2.182254964,1.390594631,1.396228451,1.252842808,1.181679461,1.748837735,4.463875102,3.142294114,1.674176935,1.475305974,2.371810584,1.175414248,1.919183594,1.361803376,1.568640005,4.118924354,0.728069157,2.138544505,1.305069934,1.344612787,1.586247056,1.411976592,1.358854557,1.840846639,1.595106519,NA
"AT5G26180",1.714465935,1.27019355,1.545063536,1.061149425,1.60899545,1.099313567,1.402129941,1.182337062,1.001473137,1.255642927,1.375062133,0.953606003,1.787063372,1.907697224,1.736699562,1.508087548,2.10470599,1.597305149,1.366848606,1.640624634,1.499561705,2.600248572,0.949455294,1.683088524,1.102738908,1.080218647,1.119976596,1.10097805,1.022139518,1.405351267,1.206371594,NA
"AT5G25520",0.992304351,1.153036588,1.135589932,1.233965024,0.974232684,1.183917138,1.37482342,1.240345239,1.49081006,1.491613907,1.475063334,1.778084569,1.348134,2.016256583,1.18933665,1.235013789,1.279385241,1.053610919,2.017563507,1.25374554,1.298926056,2.288467782,2.264683739,1.950692526,1.07473987,1.629246075,1.168759341,1.290915096,1.606361442,1.300454749,1.487870328,NA
"AT5G25540",3.479494407,4.406434374,3.923358972,3.924790841,2.945114617,3.796372138,3.998078735,3.284143767,4.77031907,4.995249138,5.542365024,5.725201596,1.738466387,3.185715483,4.18338855,3.222082159,5.764837976,3.563245514,5.442987313,4.176342528,2.788607195,4.462764708,7.580930079,4.944100661,5.301712499,6.131151483,4.541919329,5.32492777,3.702904769,2.164446304,3.316518542,NA
"AT5G25560",1.859694475,1.105037602,1.489965827,1.022021222,0.99946768,1.025686214,1.517587386,1.261026188,1.97555966,1.881920853,2.370480475,1.866860787,2.261884818,4.660421362,1.322732632,1.037115239,1.425822887,1.505259771,3.497876865,1.216327631,0.893538892,2.786754609,2.241644228,1.973979243,1.945951573,1.529390006,2.307671846,1.927671142,3.250419802,1.24306783,2.431594413,NA
"AT5G25640",1.337630006,1.488512968,0.926339208,1.086381426,1.459903856,1.53477872,1.306452509,0.961868069,2.360167927,2.557380552,1.996270968,1.679050928,1.535728937,0.933588018,1.42707873,1.162809845,2.053100831,1.065325513,0.765429511,1.06605508,0.994353999,0.881008725,0.799673885,0.891678869,1.990219459,1.172370033,1.371198027,1.511262506,1.987963498,1.54446866,1.757637758,NA
"AT5G25510",1.925676539,1.823153204,1.845802573,1.321232505,2.154832944,1.576780355,1.790474018,1.236667974,2.079280336,1.553520735,1.2914195,1.625671629,2.542260121,1.908313598,1.579754908,1.325848403,2.228822837,1.184593483,1.306493392,1.288508109,1.327621481,3.353003945,2.174627528,2.285084318,1.845959481,2.287478154,1.285383969,1.806273868,1.168990107,1.132247624,1.180887729,NA
"AT5G25770",4.289385545,2.814803631,2.033417015,2.115967468,1.825826824,2.065072418,3.009997556,2.929510996,6.248688107,6.747032731,8.390809329,7.630464548,3.603309339,5.072869971,0.867208778,0.887405518,0.85605944,0.858161376,2.20900423,2.91048283,1.04733346,0.8416761,1.238277517,1.042429025,4.103411233,3.053933471,4.112583247,3.75664265,7.231954449,2.437272723,3.827966644,NA
"AT5G25830",1.28548272,2.365978931,1.050844938,1.660274538,1.005441884,1.46686108,1.242027085,1.538553464,1.208367716,1.158435571,1.110043562,0.842806221,1.937247801,1.915121424,1.996028171,1.672719668,3.086342433,1.229022414,1.704819919,1.738924091,3.385292406,13.4875326,2.374145958,6.415656989,2.005083553,1.082537477,1.903227505,1.663616178,0.851260076,0.956322549,0.900976912,NA
"AT5G25280",2.176067778,2.126278722,1.90402924,1.225265626,1.326976344,1.775422478,1.619579505,1.448255368,1.980923282,2.301068549,2.515380814,2.32848564,1.017415938,1.509503232,1.876546431,1.351329391,2.301257911,1.977051992,2.511811004,1.884808311,1.13697804,2.634932381,5.557799534,3.109903318,2.449020181,2.009312052,2.462134943,2.306822392,3.40951015,1.195890399,2.255868496,NA
"AT5G25460",18.59622807,12.98558642,28.39326748,10.41043876,19.50498003,13.18966343,11.45152304,10.55993549,16.39383678,9.655195772,7.955129617,12.15635379,5.741639434,2.505748577,6.772676815,5.23106797,8.771633838,6.315328638,0.975007309,3.361431764,1.068357554,0.700170665,0.737309692,0.835279304,2.645765935,1.103567303,1.404765192,1.71803281,0.692543122,2.270173142,1.436501695,NA
"AT5G25080",1.706755557,1.289026214,1.768890427,1.011934234,1.589705521,1.234599738,1.56365721,0.997477371,1.088926589,1.072554985,0.990602739,1.158008182,1.551069507,1.267876112,1.333187454,1.168397503,1.765174768,1.065990091,0.964009913,1.197052124,1.161508621,2.298127015,0.74373356,1.401123065,0.990365235,0.972821217,1.312276835,1.091821096,1.054454666,1.440626293,1.230494131,NA
"AT5G25100",5.931775881,7.464693608,6.001614497,7.380288593,7.365631416,7.337259744,7.157003568,5.826462448,9.282879267,7.408475302,7.716215558,5.068548281,7.934365924,7.273901114,9.324044189,8.166008552,13.84523293,5.960891087,6.56525203,5.597387341,8.567270114,19.05808684,19.47878767,15.70138154,9.887734713,12.46725009,7.56025187,9.971745557,4.828043459,7.291261031,6.392536127,NA
"AT5G25060",1.332227133,1.340494709,1.337018528,1.333529019,1.712615645,1.698159601,1.758134659,1.380271571,1.415331836,1.312673757,1.314813782,1.384113228,2.212056678,1.47480515,1.137840017,1.141454481,1.265590437,1.006475134,1.895082717,1.04241088,1.298225218,3.329484808,1.883071886,2.170260638,1.369259665,1.321450459,1.269796942,1.320169022,1.469500981,1.561108763,1.535468013,NA
"AT5G25240",0.899478636,1.098964268,0.712848193,0.921507851,0.864412998,0.975561931,0.874079423,0.952809517,1.67698467,1.196551236,0.887562828,1.342355519,0.894077444,0.760579985,0.72113097,0.744779486,0.638924514,0.77968891,0.684636812,0.916977742,0.997679517,0.937295128,0.799583042,0.911519229,0.924763334,0.763585198,0.859145388,0.84916464,1.647843775,0.740773912,1.074833045,NA
"AT5G25270",1.378246875,1.140243617,1.378106286,1.138379079,1.272357328,1.266127534,1.203638512,1.203181918,1.252043061,1.372955583,1.596010216,1.135514037,0.919331225,1.342166435,1.445754962,1.271196692,1.644982662,1.421085531,1.403850024,1.252275995,1.226133903,1.60320092,1.127424591,1.318919805,0.937186875,0.919225551,0.983433965,0.946615464,1.360348797,1.557927663,1.554214024,NA
"AT5G25350",1.505401047,1.285680992,1.356628915,1.344335317,1.302732227,1.270619347,1.308713926,1.200686197,1.35754022,1.509913271,1.738794939,0.953527253,1.139744549,2.071377628,1.544222914,1.308114125,1.825727576,1.498827041,1.669665851,1.192097713,0.907605293,1.570868819,1.422304378,1.300259496,1.288166559,1.11775388,1.491520766,1.299147068,1.464035318,0.994318648,1.260436844,NA
"AT5G25360",1.8230938,1.655210176,1.476975699,1.595796973,1.567833724,1.507906515,1.608778654,1.308677493,1.754894069,1.482580408,1.283993849,1.916984367,1.598074222,1.744995693,1.423375989,1.255832071,2.012330172,1.001965724,0.821466531,1.522172716,1.024322753,1.96816907,1.552648389,1.515046737,2.252961602,1.614667537,2.15651512,2.008048086,1.2760473,1.166475424,1.086439081,NA
"AT5G25450",0.964762604,2.108237774,1.230187079,1.261252606,1.484221265,4.667167888,1.504143399,1.060766724,4.039538072,4.572406976,10.56990522,6.338504671,0.839301182,2.211008818,1.567652176,1.26449216,1.49288016,1.94558421,5.115519572,1.708774059,1.283363822,1.728769733,2.816748109,1.942960555,1.341329344,1.378590858,1.971849965,1.563923389,5.918647533,2.395024324,4.938813953,NA
"AT5G25050",1.015497157,1.221923099,1.184465787,1.047561366,1.1191723,1.18617302,1.185133761,1.009108214,1.668593249,1.232629213,0.973698817,1.001879728,1.527460243,1.436156261,1.355330844,1.128486735,1.741412808,1.196092989,2.329791009,0.874125449,1.038432795,2.427139894,2.390215769,1.951929486,1.017647275,0.996359421,0.954939266,0.989648654,0.51115089,0.685614884,0.63508484,NA
"AT5G25070",1.05611977,1.509051688,1.043119454,1.23787555,1.320030339,1.419518685,1.331057448,1.053567666,1.326474195,1.072969469,0.955181039,1.04418121,1.48112728,0.848330171,1.002134897,0.829293744,1.433573825,0.743537122,0.929311857,0.735057682,1.004714543,3.059889041,2.315804775,2.126802786,0.993836278,1.272336321,0.89443459,1.05353573,1.013151203,0.863604229,0.924582524,NA
"AT5G04820",1.431874535,1.373405237,1.192696404,1.641643424,0.987919133,1.414701956,1.093600823,1.699426921,3.817566742,2.253964998,1.048537252,3.770847544,1.575361214,1.951860443,1.635506654,1.232177151,2.556154331,1.118188481,1.204881868,0.942575077,0.971225621,1.622346845,0.954449376,1.182673947,1.592621807,0.985807862,1.526086525,1.368172065,1.376052486,0.849579374,1.172254446,NA
"AT5G04830",3.071508177,3.133367894,4.387633964,3.205279018,3.086629297,4.050145055,3.710182781,2.062441194,7.328829129,5.000861277,4.042055185,6.477811803,2.629786206,3.485021205,3.555616189,2.347223286,5.985255654,2.334369628,9.776721098,1.961142521,1.743833635,3.422207768,10.57026939,5.245436932,4.142606224,3.340793188,5.297834044,4.260411152,3.436195912,1.669331634,2.951774533,NA
"AT5G04870",1.72678175,1.894896767,2.051107195,2.231321115,2.411843726,2.669744567,3.160929391,2.003428905,2.732899123,2.145403368,2.156273087,1.824063816,2.904767233,2.446108204,2.418567411,2.033768601,3.334017733,1.887915899,2.301209831,1.349613478,1.249339587,3.131411298,2.454496903,2.278415929,1.704402017,1.072002041,1.90524491,1.560549656,2.116663442,1.429393077,1.865330934,NA
"AT5G24670",2.399732993,1.351892263,2.310555324,1.142379294,2.088099054,1.465397299,1.627151295,1.22950354,1.544862371,1.643727977,1.521826362,1.418863192,3.642288803,3.847333098,1.718400674,1.361848237,1.832899213,1.960454572,2.30808553,1.454109436,1.671428286,3.368632629,0.933964318,1.991341744,1.348656835,1.520106339,1.720590222,1.529784465,2.31292281,1.670493433,1.88578555,NA
"AT5G24690",5.749880592,2.088164209,4.318938301,2.316519838,3.332662546,2.755149702,4.443679986,2.856970866,1.135920164,1.464415786,1.979581233,1.250269736,1.105484527,1.459386851,2.204727177,1.91870167,3.006701066,1.688778796,1.391706124,1.983858435,0.855228928,1.758418296,0.721011286,1.111552837,0.85475734,0.756329082,0.809129266,0.806738563,2.647495941,1.440082133,1.880541067,NA
"AT5G24710",1.723222759,1.385047363,1.588947353,1.825459315,1.319553899,1.327973809,1.938210156,1.709017822,1.345117862,1.511410539,2.099644062,0.961209989,0.837162087,1.218646336,2.204903245,2.009453587,3.000828836,1.604427313,1.808117662,1.903738983,1.120804939,1.938751255,1.900380303,1.653312166,1.059817969,1.193320448,0.987616737,1.080251718,1.159763856,1.1564726,1.142575156,NA
"AT5G24840",2.911115462,2.135649193,2.407091764,1.386805435,2.684437263,1.917572245,2.396713775,1.510995103,1.442987156,1.371210539,1.188790601,1.715665738,6.817339655,2.642542152,1.851940538,1.885808071,2.419213134,1.250800408,1.086405666,1.533774972,2.704842725,5.971602882,0.797535234,3.157993613,1.518062816,1.939848298,2.087248602,1.848386572,1.288212641,1.232692655,1.255819846,NA
"AT5G24850",2.489876247,2.673993136,2.69738062,1.424317194,4.364519039,3.270477434,2.056306083,1.055990152,3.768752072,2.305327506,1.593004116,2.55290633,1.782743174,2.016659148,2.2543045,1.331063663,4.326212968,1.105636868,1.778424548,1.055068581,0.920353481,2.986337284,0.735983887,1.547558217,1.337042863,0.789277854,1.550989555,1.225770091,0.882636057,1.271445484,1.080069878,NA
"AT5G24890",2.064729542,2.246828238,2.157369626,1.927707362,1.800757047,1.91113289,2.079565425,2.0805393,2.620644781,2.427582277,1.93359249,2.904192681,1.093967392,2.246690443,1.587387898,1.324143288,1.944899477,1.493120929,1.539928769,1.457583518,0.920683435,1.264042569,2.211117592,1.465281198,2.236220853,1.924208099,1.893961965,2.018130305,2.218926607,1.341100215,1.756243806,NA
"AT5G24810",1.898936007,1.921420747,2.263268943,1.85254516,1.86101684,2.334420948,2.920055172,1.854945638,3.422173112,2.955023589,3.058751691,2.157135818,2.040416849,2.928912842,1.713733545,1.456697543,2.087000039,1.597503054,4.693382032,1.686683067,1.479081678,3.56179493,9.134051775,4.724976128,2.142066256,1.680568427,1.942672937,1.921769207,4.092263155,1.322438378,2.51789185,NA
"AT5G24930",5.26025633,2.507926696,6.191280553,3.456964341,4.578104905,4.035691328,7.045252878,3.740034045,11.76678326,6.766390489,3.097258893,12.82083957,4.614908753,4.879948737,3.003435325,2.72017941,4.376127739,1.913998828,5.050690216,2.161039744,1.378550654,1.808235714,1.160807817,1.449198061,2.918356495,1.182356935,3.03876984,2.379827757,6.920002302,1.373126616,3.558254425,NA
"AT5G24910",0.857748407,1.032203819,0.643272091,1.181933971,0.91069358,0.981432861,0.721477333,1.085549143,1.972447083,1.184390752,0.618456752,1.319581134,0.748203437,0.751987162,0.836696456,0.727256962,1.100012005,0.682820401,0.535222454,0.704049118,0.72997212,0.490541174,0.596846892,0.605786729,0.617885679,0.59218624,0.655037341,0.621703087,0.509886432,0.68395634,0.578833089,NA
"AT5G67530",1.67472424,1.379941296,1.428692098,1.199487825,1.544057685,1.411449465,1.52663208,1.371214752,1.501428446,1.485618484,1.665925115,1.560285616,1.867644336,2.209020173,1.452425929,1.35127253,1.496199508,1.50980575,1.710407556,1.283469395,1.662745549,2.40692878,1.851026117,1.973566815,1.2989217,1.43752033,1.320817341,1.35241979,1.493870122,1.594264146,1.597503086,NA
"AT5G04840",0.838055946,1.018831654,0.812931577,0.821978387,0.853260704,1.241262302,0.788252837,0.873750302,1.475386687,1.310717592,1.396669887,1.729815307,0.996623966,1.154433732,1.049647473,0.973134262,1.157988073,1.017820084,1.79053433,1.080592682,0.836311333,1.479611858,6.059478185,2.791800459,1.202864572,1.256427274,1.775700951,1.411664266,1.313193361,1.207798813,1.303472236,NA
"AT5G67300",4.164266175,3.712146435,3.837138805,3.453179373,4.336385242,5.182503667,5.138393775,3.86881576,11.23669753,7.823414578,3.658284986,12.52069256,3.010825987,4.196651916,2.453242383,2.081744233,2.215876681,3.062106233,1.82484757,4.794966284,2.643525724,3.746937329,9.969961035,5.453474696,9.242202259,5.101842371,8.100585035,7.481543222,18.95655936,4.030728227,10.39975702,NA
"AT5G67340",0.661393433,1.860176369,0.90044756,0.868072864,0.750558671,1.423523089,1.852797057,1.063628934,0.719629237,3.276896864,4.212311256,0.699714861,0.768536016,1.107219984,0.800015519,0.691902198,0.500505495,1.207638864,0.673857269,1.151109287,0.704587671,0.43494699,0.615042066,0.584858909,0.797506311,0.589016056,1.015255507,0.800592625,0.823457857,0.684432341,0.777731279,NA
"AT5G67360",4.127304691,3.502623247,2.988142957,2.791572417,4.99561299,3.439160146,3.692666707,3.077910412,5.312099858,3.663696635,2.083936859,3.245547248,3.305036637,4.155159266,3.003900896,2.836450712,3.64438022,2.530871755,3.247385486,3.779020183,5.684499445,14.6746624,4.258515448,8.20589243,3.266301949,2.77912553,2.73192496,2.925784146,2.127239042,2.16838814,3.130109209,NA
"AT5G67420",1.876867084,2.025918697,2.077100459,1.940073157,1.79246812,1.766106321,1.843825081,2.209687293,3.381079015,3.632491196,3.381154402,3.179377496,1.956223173,4.225886787,2.306780192,1.789562076,3.08542526,2.04535324,3.534554098,1.844427382,1.846272843,2.609188881,2.475475129,2.310312284,3.705291249,2.11770216,4.38757303,3.403522147,4.839208078,3.914010928,4.723593422,NA
"AT5G67390",1.466460171,2.50160621,1.069446533,2.203382705,0.94644576,1.652226791,1.634411049,2.440673633,2.291424191,1.647869983,0.99217357,2.907648643,1.108927229,1.065347935,1.262749405,0.886379939,2.239154518,0.662713758,0.441873164,1.641453048,1.09473649,3.89773626,0.595183288,1.862552013,1.332225095,1.381100384,1.126119046,1.279814842,0.510282354,0.825477923,0.599307727,NA
"AT5G67380",4.392169453,2.015509149,3.577866274,2.619458263,3.973833632,3.070244769,3.300956977,2.839799594,4.144974599,3.256794602,2.432209047,4.117263799,4.270245322,4.85642469,2.230727109,2.075154253,2.587980837,2.029046238,5.452204934,1.907842259,3.373104856,7.770329212,4.738590265,5.294008111,5.233079557,4.917454665,4.753278738,4.967937653,5.769505105,2.186626347,4.490335658,NA
"AT5G67330",2.282959333,1.865861673,2.033318355,1.564946704,2.16001288,2.592002768,2.929906805,2.015880983,3.408253988,3.241478916,2.473222548,3.28873566,2.811679053,4.108281803,1.710153451,1.498309346,1.730198077,1.90195293,7.005857121,1.522870693,1.820930476,2.809678643,2.278998909,2.303202676,3.518686687,2.773874789,3.973831267,3.422130914,5.69166567,2.02329379,4.255203018,NA
"AT5G67320",3.298664884,2.277890536,2.480531606,2.257666265,3.285078109,3.942162121,3.600844432,3.414750623,3.215912727,3.157953342,1.987383865,3.230004744,3.03534228,3.475848151,1.794579892,1.391066982,2.228684078,1.763988617,5.127585264,1.380798883,1.921142098,4.791593548,3.332528764,3.34842147,3.879723802,4.481196671,4.048579652,4.136500042,5.210402395,1.852700702,3.507949817,NA
